REPORTDATE,REPORTTIME,WATERBODY,REGION,MUNICIPALITY,SITE,STATION,BLOOMINTENSITY,REPORTFREQUENCY,AFFILIATION,WEBSTATUS,DETAILS,WATERTEMP,WATERSURFACE,CYANOTAXA,OTHERTAXA,MICROCYSTIN,ANATOXIN,LATITUDE,LONGITUDE
09/10/2016,12:30,Lake Champlain,Champlain - Missisquoi Bay,Venise-en-Quebec,,Venise-en-Quebec,3 - BGA bloom in progress (include photos),Routine - Weekly,LCC Volunteer,High Alert,,,Calm,,,,,45.0705,-73.1451
09/10/2016,11:00,Lake Champlain,Champlain - Main Lake North,Alburgh,,Mud Point,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,New Site- Mud Point,,Rolling,,,,,44.9335,-73.3133
09/12/2016,10:45,Chittenden Reservoir,Boat launch,Chittenden,,Chittenden Reservoir Boat Launch,1d - Little BGA present - recreation not impaired,Supplemental,VDH,Generally Safe,Less dense than last week,72.2,Calm,"Anabaena, Aphanothece","cryptophyte flagellates, green algae, unidentified cyanobacteria cells",<0.16,<0.5,43.7273,-72.9197
09/13/2016,11:45,Lake Morey,,Fairlee,,"East side, Lake Morey",2 - BGA present - less than bloom levels (include photos),Supplemental,VT DEC,Low Alert,,,Calm,not tested,not tested,not tested,not tested,43.9262,-72.145
09/13/2016,10:00,Stoughton Pond,West shoreline,Springfield,,Stoughton Pond,3 - BGA bloom in progress (include photos),Supplemental,VDH,High Alert,,,Calm,,,,,43.3435,-72.5108
09/13/2016,10:00,North Hartland Lake,Lakewide,Hartland,,North Hartland Lake,3 - BGA bloom in progress (include photos),Supplemental,VDH,High Alert,,,Calm,,,,,43.6046,-72.3622
09/15/2016,14:00,Lake Morey,Lakewide,Fairlee,,Lake Morey,2 - BGA present - less than bloom levels (include photos),Supplemental,VT DEC,Low Alert,Fishermen reported the Rivularia colonies are present lakewide.  Planktonic cyanobacteria are also present.,,Calm,Rivularia,,<0.16,not tested,43.9227,-72.1537
09/15/2016,12:00,Lake Champlain,Champlain - Missisquoi Bay,"Clarenceville, QC",,"Clarenceville, QC",3 - BGA bloom in progress (include photos),Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,45.0558,-73.1694
09/18/2016,12:00,Lake Champlain,Champlain - Inland Sea,Alburgh,,Alburgh VT - shoreline,2 - BGA present - less than bloom levels (include photos),Supplemental,LCC Volunteer,Low Alert,Northern Alburgh Passage,,Calm,,,,,44.9218,-73.2575
09/20/2016,9:30,Stoughton Pond,East End of Lake,Springfield,,Stoughton Pond - East End,2 - BGA present - less than bloom levels (include photos),Supplemental,VDH,Low Alert,,,Calm,,,,,43.3468,-72.5107
09/20/2016,09:30:00,Stoughton Pond,SW End of Lake,Springfield,,Stoughton Pond - SW End,3 - BGA bloom in progress (include photos),Supplemental,VDH,High Alert,,,Calm,,,,,43.3431,-72.5107
09/21/2016,09:45:00,Dewey Pond,Lakewide,Quechee,,Dewey Pond,2 - BGA present - less than bloom levels (include photos),Supplemental,VDH,Low Alert,,,Calm,Coelosphaerium,,,,43.6458,-72.4041
09/21/2016,11:30,Lake Pinneo,Lakewide,Quechee,,Lake Pinneo,3 - BGA bloom in progress (include photos),Supplemental,VDH,High Alert,,,Calm,,,,,43.6525,-72.4321
09/22/2016,10:00,Lake Champlain,Champlain - Missisquoi Bay,Venise-en-Quebec,,Venise-en-Quebec,3 - BGA bloom in progress (include photos),Routine - Weekly,LCC Volunteer,High Alert,,,Calm,,,,,45.0705,-73.1451
09/23/2016,12:30,Lake Morey,Beach,Fairlee,,Lake Morey Beach,2 - BGA present - less than bloom levels (include photos),Supplemental,VDH,Low Alert,,,Calm,,,,,43.9212,-72.1577
09/23/2016,14:00,Maidstone Lake,"West shore, midlake",Maidstone,,"Private 8 West, Maidstone Lake",2 - BGA present - less than bloom levels (include photos),Supplemental,VT DEC,Low Alert,,,Calm,,,not tested,not tested,44.6466,-71.6557
09/27/2016,13:00,Lake Memphremagog,,Derby,,"Eagle Point, Lake Memphremagog",2 - BGA present - less than bloom levels (include photos),Supplemental,MWA Volunteer,Low Alert,,,Calm,,,not tested,not tested,45.001,-72.2044
09/28/2016,13:30,Lake Memphremagog,Eastern US portion,Derby,,"Eagle Point, Lake Memphremagog",1d - Little BGA present - recreation not impaired,Supplemental,MWA Volunteer,Generally Safe,,,Calm,"Anabaena, Woronichinia, Oscillatoria",,not tested,not tested,45.001,-72.2044
09/28/2016,10:00,North Hartland Lake,Center and upper end of lake,Hartland,,North Hartland Lake,3 - BGA bloom in progress (include photos),Supplemental,VDH,High Alert,,,Calm,,,,,43.6046,-72.3622
09/29/2016,14:00,Lake Morey,Lakewide,Fairlee,,Lake Morey,2 - BGA present - less than bloom levels (include photos),Supplemental,VDH,Low Alert,,,Calm,,,,,43.9227,-72.1537
09/29/2016,12:00,Lake Pinneo,Left of beach and south of Weir,Quechee,,Lake Pinneo,3 - BGA bloom in progress (include photos),Supplemental,VDH,High Alert,,,Calm,,,,,43.6525,-72.4321
09/29/2016,12:00,Stoughton Pond,West shoreline,Springfield,,Stoughton Pond - West Shoreline,3 - BGA bloom in progress (include photos),Supplemental,VDH,High Alert,,,Calm,,,,,43.3435,-72.5108
10/01/2016,11:00,Lake Champlain,Champlain - Main Lake North,North Hero,,North Hero - Alburgh Bridge,3 - BGA bloom in progress (include photos),Supplemental,LCC Volunteer,High Alert,bright aqua blue along the passage near the North hero to Alburgh bridge. Sorry no photos.,68.0,Calm,,,,,44.8856,-73.2733
10/05/2016,11:30,Lake Champlain,Champlain - Missisquoi Bay,"Clarenceville, QC",,"Clarenceville, QC",3 - BGA bloom in progress (include photos),Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,45.0558,-73.1694
10/06/2016,14:45,Lake Morey,"Eastern shore, Lake Morey Rd",Fairlee,,"East side, Lake Morey",2 - BGA present - less than bloom levels (include photos),Supplemental,VT DEC,Low Alert,,,Calm,not tested,not tested,not tested,not tested,43.9262,-72.145
10/07/2016,14:30,Lake Champlain,Champlain - Missisquoi Bay,Venise-en-Quebec,,Venise-en-Quebec,3 - BGA bloom in progress (include photos),Routine - Weekly,LCC Volunteer,High Alert,,,Calm,,,,,45.0705,-73.1451
10/14/2016,11:00,Lake Carmi,Open waters of Lake Carmi,Franklin,,"Open water, central Lake Carmi",2 - BGA present - less than bloom levels (include photos),Supplemental,VT DEC,Low Alert,Carmi Station 1,,Calm,,,,,44.9738,-72.8764
10/14/2016,11:00,Lake Carmi,Southern Lake Carmi,Franklin,,"Open waters, southern Lake Carmi",2 - BGA present - less than bloom levels (include photos),Supplemental,VT DEC,Low Alert,Carmi Station 2,,Calm,,,,,44.9586,-72.8877
10/17/2016,12:00,Emerald Lake,,Dorset,,Emerald Lake State Park,2 - BGA present - less than bloom levels (include photos),Supplemental,VDH,Low Alert,,,Calm,,,,,43.2751,-73.0058
06/26/2020,10:00:00,Lake Champlain,Champlain - South Lake,Benson,2.0,LTM 02,1b - Little/no cyanobacteria observed - brown or turbid water,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,43.714,-73.383
07/24/2020,09:45:00,Lake Champlain,Champlain - South Lake,Benson,2.0,LTM 02,1b - Little/no cyanobacteria observed - brown or turbid water,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,43.714,-73.383
08/14/2020,10:00:00,Lake Champlain,Champlain - South Lake,Benson,2.0,LTM 02,1b - Little/no cyanobacteria observed - brown or turbid water,Routine - Biweekly,VT DEC,Generally Safe,,,Calm,,,,,43.714,-73.383
09/08/2020,10:15:00,Lake Champlain,Champlain - South Lake,Benson,2.0,LTM 02,1b - Little/no cyanobacteria observed - brown or turbid water,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,43.714,-73.383
09/29/2020,10:00:00,Lake Champlain,Champlain - South Lake,Benson,2.0,LTM 02,2 - Cyano present - less than bloom levels (include photos),Routine - Biweekly,VT DEC,Low Alert,,62.0,Calm,,,,,43.714,-73.383
08/18/2020,15:00:00,Lake Champlain,Champlain - Main Lake South,Panton,3.0,Arnold Bay,1a - Little/no cyanobacteria observed - clear water,Supplemental,LCC Volunteer,Generally Safe,,72.0,Rolling,,,,,44.14973948,-73.3694677
06/26/2020,12:20:00,Lake Champlain,Champlain - South Lake,Bridport,4.0,LTM 04,1b - Little/no cyanobacteria observed - brown or turbid water,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Rolling,,,,,43.951,-73.407
07/24/2020,11:20:00,Lake Champlain,Champlain - South Lake,Bridport,4.0,LTM 04,1b - Little/no cyanobacteria observed - brown or turbid water,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Rolling,,,,,43.951,-73.407
08/14/2020,11:00:00,Lake Champlain,Champlain - South Lake,Bridport,4.0,LTM 04,1b - Little/no cyanobacteria observed - brown or turbid water,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Rolling,,,,,43.951,-73.407
09/08/2020,11:00:00,Lake Champlain,Champlain - South Lake,Bridport,4.0,LTM 04,1b - Little/no cyanobacteria observed - brown or turbid water,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Rolling,,,,,43.951,-73.407
07/19/2020,13:00:00,Lake Champlain,Champlain - Inland Sea,North Hero,5.0,Carry Bay,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.83359186,-73.28990562
07/20/2020,14:46:00,Lake Champlain,Champlain - Inland Sea,North Hero,5.0,Carry Bay,1a - Little/no cyanobacteria observed - clear water,Supplemental,LCC Volunteer,Generally Safe,,76.0,Rolling,,,,,44.83359186,-73.28990562
07/26/2020,13:00:00,Lake Champlain,Champlain - Inland Sea,North Hero,5.0,Carry Bay,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,"Hot, windy day. Calm on shore",,Calm,,,,,44.83359186,-73.28990562
08/02/2020,13:00:00,Lake Champlain,Champlain - Inland Sea,North Hero,5.0,Carry Bay,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.83359186,-73.28990562
08/17/2020,13:00:00,Lake Champlain,Champlain - Inland Sea,North Hero,5.0,Carry Bay,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.83359186,-73.28990562
08/23/2020,13:00:00,Lake Champlain,Champlain - Inland Sea,North Hero,5.0,Carry Bay,1d - Little cyanobacteria observed - recreation not impaired (include photos),Routine - Weekly,LCC Volunteer,Generally Safe,LCC Form Report entered by LS,,Calm,,,,,44.83359186,-73.28990562
08/31/2020,14:00:00,Lake Champlain,Champlain - Missisquoi Bay,Alburgh,6.0,Alburgh Springs Road,3 - Cyano bloom in progress (include photos),Supplemental,General Public,High Alert,,73.0,Calm,,,,,45.00784958,-73.21121984
06/09/2020,10:00:00,Lake Champlain,Champlain - Main Lake South,Panton,7.0,LTM 07,1c - Little/no cyanobacteria observed - other material present,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,44.126,-73.41283333
07/06/2020,10:40:00,Lake Champlain,Champlain - Main Lake South,Panton,7.0,LTM 07,1d - Little cyanobacteria observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,44.126,-73.41283333
08/31/2020,09:40:00,Lake Champlain,Champlain - Main Lake South,Panton,7.0,LTM 07,1d - Little cyanobacteria observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,44.126,-73.41283333
09/15/2020,09:45:00,Lake Champlain,Champlain - Main Lake South,Panton,7.0,LTM 07,1d - Little cyanobacteria observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Rolling,,,,,44.126,-73.41283333
06/09/2020,11:30:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,9.0,LTM 09,1c - Little/no cyanobacteria observed - other material present,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,44.24216667,-73.32916667
07/06/2020,12:10:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,9.0,LTM 09,1d - Little cyanobacteria observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,,,,,44.24216667,-73.32916667
07/31/2020,09:30:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,9.0,LTM 09,2 - Cyano present - less than bloom levels (include photos),Routine - Biweekly,VT DEC,Low Alert,Very Windy,,Rolling,,,,,44.24216667,-73.32916667
08/31/2020,11:20:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,9.0,LTM 09,1d - Little cyanobacteria observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,44.24216667,-73.32916667
09/15/2020,11:30:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,9.0,LTM 09,2 - Cyano present - less than bloom levels (include photos),Routine - Biweekly,VT DEC,Low Alert,uploaded by ADS,,Calm,,,,,44.24216667,-73.32916667
06/30/2020,12:18:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,69.0,Rolling,,,,,44.68602065,-73.28912364
07/06/2020,14:42:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,2 - Cyano present - less than bloom levels (include photos),Routine - Weekly,VT State Parks,Low Alert,,71.0,Calm,,,,,44.68602065,-73.28912364
07/13/2020,15:57:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,70.0,Calm,,,,,44.68602065,-73.28912364
07/20/2020,10:49:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,72.0,Calm,,,,,44.68602065,-73.28912364
07/27/2020,14:40:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,74.0,Calm,,,,,44.68602065,-73.28912364
08/03/2020,15:06:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,73.0,White Caps,,,,,44.68602065,-73.28912364
08/10/2020,15:50:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,74.0,Calm,,,,,44.68602065,-73.28912364
08/17/2020,11:46:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,71.0,Calm,,,,,44.68602065,-73.28912364
08/24/2020,15:53:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,72.0,Calm,,,,,44.68602065,-73.28912364
08/31/2020,16:55:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,70.0,Calm,,,,,44.68602065,-73.28912364
09/07/2020,15:52:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,68.0,White Caps,,,,,44.68602065,-73.28912364
09/14/2020,15:52:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,69.0,Rolling,,,,,44.68602065,-73.28912364
09/21/2020,11:54:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,61.0,Calm,,,,,44.68602065,-73.28912364
09/28/2020,16:22:00,Lake Champlain,Champlain - Inland Sea,Grand Isle,11.0,Grand Isle State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,60.0,Rolling,,,,,44.68602065,-73.28912364
07/12/2020,15:30:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,75.0,Calm,,,,,44.24030153,-73.29873378
07/19/2020,15:50:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,70.0,Rolling,,,,,44.24030153,-73.29873378
07/23/2020,13:15:00,lake champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,2 - Cyano present - less than bloom levels (include photos),Supplemental,VT State Parks,Low Alert,"I've just noticed this on the side of our swim dock. It only extends a few feet from the shoreline. Sorry the pics are upside down, I can't figure out how to adjust them",,Calm,,,,,44.24030153,-73.29873378
07/26/2020,16:06:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,70.0,Rolling,,,,,44.24030153,-73.29873378
07/30/2020,09:30:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,2 - Cyano present - less than bloom levels (include photos),Supplemental,VT State Parks,Low Alert,On the left side if your facing of our swim dock,,Calm,,,,,44.24030153,-73.29873378
08/02/2020,15:50:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,72.0,Rolling,,,,,44.24030153,-73.29873378
08/09/2020,15:59:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,70.0,Rolling,,,,,44.24030153,-73.29873378
08/23/2020,12:19:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,74.0,Rolling,,,,,44.24030153,-73.29873378
09/06/2020,10:00:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,70.0,Calm,,,,,44.24030153,-73.29873378
09/20/2020,14:31:00,Lake Champlain,Champlain - Main Lake South,Ferrisburgh,15.0,Kingsland Bay State Park,1a - Little/no cyanobacteria observed - clear water,Routine - Weekly,VT State Parks,Generally Safe,,60.0,Rolling,,,,,44.24030153,-73.29873378
06/15/2020,11:00:00,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,1a - Little/no cyanobacteria observed - clear water,Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Rolling,,,,,44.425,-73.232
07/15/2020,11:15:00,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,1d - Little cyanobacteria observed - recreation not impaired (include photos),Routine - Biweekly,VT DEC,Generally Safe,uploaded by ADS,,Calm,,,,,44.425,-73.232
