Report Date,Report Time,Waterbody,Region,Municipality,Site,Station,Bloom Intensity,ApproximateShoreLengthOfBloom,ApproximateOffShoreLengthBloom,Report Frequency,Affiliation,Web Status,Details,Water Temperature,Water Surface,CyanoTaxa,Density,OtherTaxa,Plankton_Sampling_Method,Microcystin,Anatoxin,CYN_uGL,Latitude,Longitude
9/1/2022,2:30 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Lots of turbidity, green tint (shredded green algae?) but I don't think it is cyanobacteria.",68.9,White Caps,,,,,,,,44.87149151,-73.35944125
9/8/2022,2:45 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Very clear, no cyanobacteria, sunny",79.8,Calm,,,,,,,,44.87149151,-73.35944125
9/15/2022,2:33 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,LCC Volunteer,Generally Safe,"Lots of turbidity and weed fragments in white caps.  There might be some cyanobacteria dots in the jar (1 dot).  Took jar from the worst spot with the most algae/weeds in the water.  I did not see any globules but it would be almost impossible to see them.  So could be 1b, or 1c, or 1d.",67.8,White Caps,,,,,,,,44.87149151,-73.35944125
9/22/2022,2:30 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Very turbid.  Lots of fragments in jar.  Not seeing any cyanobacteria.,67.1,White Caps,,,,,,,,44.87149151,-73.35944125
9/29/2022,2:20 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Clear, no cyanobacteria, no globules.",60.6,Rolling,,,,,,,,44.87149151,-73.35944125
10/6/2022,2:23 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Very murky not sure what it is - seems to be settling out, might be shredded algae,  not really seeing any cyanobacteria or globules.",64.7,Calm,,,,,,,,44.87149151,-73.35944125
10/13/2022,2:15 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Water is turbid, some chewed up weeds in water, not seeing cyanobacteria.",58.6,White Caps,,,,,,,,44.87149151,-73.35944125
10/20/2022,2:18 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Turbid, not seeing any cyanobacteria.",50.9,White Caps,,,,,,,,44.87149151,-73.35944125
10/27/2022,2:00 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Very turbid with chewed up plant matter, no cyanobacteria.",57,White Caps,,,,,,,,44.87149151,-73.35944125
11/3/2022,2:05 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,128,"Stoney Point, Isle la Motte",1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Green algae growing on rocks along the shoreline - water is pretty clear but there is a little bit of shredded plant matter floating around - no cyanobacteria.  I think it’s clear enough for a 1A.,56.1,Rolling,,,,,,,,44.87149151,-73.35944125
6/23/2022,1:25 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,lots of weeds (grass) washed up and some on surface,60.4,Rolling,,,,,,,,44.85469309,-73.33162136
6/30/2022,1:53 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Clumps of green algae. Turbid.  I don't think I am seeing any Cyanobacteria, foam on shore.",75.3,Calm,,,,,,,,44.85469309,-73.33162136
7/7/2022,1:45 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,LCC Volunteer,Generally Safe,"Some weed fragments, a few dots of cyanobacteria in jar, almost 1a",78.9,Calm,,,,,,,,44.85469309,-73.33162136
7/15/2022,2:45 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,LCC Volunteer,Generally Safe,"Weekly report 1 day late - Slight green tint, some dots of cyanobacteria, nothing on surface, 1d",82,Calm,,,,,,,,44.85469309,-73.33162136
7/21/2022,1:55 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,LCC Volunteer,Generally Safe,"Resubmitting because I forgot the jar photo.  Mostly free of cyanobacteria but one spot near ramp was 1d, turbidity.  North of jetty was calm and clear.",84.2,Rolling,,,,,,,,44.85469309,-73.33162136
7/28/2022,1:50 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,some loose weeds - a little turbid,81.6,Rolling,,,,,,,,44.85469309,-73.33162136
8/4/2022,2:00 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Lots of grass washed up on shore, a little turbid.  No Cyanobacteria. North of jetty had pretty clear water.",76.1,Rolling,,,,,,,,44.85469309,-73.33162136
8/11/2022,1:55 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Strange white turbidity near bottom near dock, otherwise water pretty clear.  May be runoff from white gravel driveway after recent rain?  North of Jetty also had white turbidity and some green stringy algae.  No cyanobacteria.",77.1,Calm,,,,,,,,44.85469309,-73.33162136
8/18/2022,1:50 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Water pretty clear, a little green algae growing on ramp, North of jetty has lots of green algae, clung to stick, not seeing any cyanobacteria",74.3,Calm,,,,,,,,44.85469309,-73.33162136
8/25/2022,2:15 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Water pretty clear, North of jetty has lots of green algae, not seeing any cyanobacteria",80,Calm,,,,,,,,44.85469309,-73.33162136
9/1/2022,2:15 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Water pretty clear, North of jetty has lots of green algae, not seeing any cyanobacteria",74.3,Calm,,,,,,,,44.85469309,-73.33162136
9/8/2022,2:15 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,2 - Cyano present - less than bloom levels (include photos),,,Routine - Weekly,LCC Volunteer,Low Alert,Not a usual jar sample . I purposely scooped the globules (Calothrix?)  into 2 jars. Not seeing any of the normal cyanobacteria. Water is pretty clear.  Sunny.  Sending lots of pictures because this is new at this site.,79.8,Calm,,,,,,,,44.85469309,-73.33162136
9/15/2022,2:10 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,LCC Volunteer,Generally Safe,"Not sure if report uploaded so here it is again.  Should be identical. Clear water and calm, at first I thought it was 1A but I did find a couple globules and I was able to get one in the jar in about 1 foot of water.  North of the jetty looks pretty clean, just the usual green algae.   Not sure if a couple globules makes it a 2 or 1d.",72.1,Calm,,,,,,,,44.85469309,-73.33162136
9/22/2022,2:00 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Surprisingly clear water - protected from the wind - not seeing any cyanobacteria  or globules,67.1,Calm,,,,,,,,44.85469309,-73.33162136
9/29/2022,2:00 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Water is very clear.   South of dock and North of jetty also better than usual.  Not seeing any cyanobacteria or globules.,62,Calm,,,,,,,,44.85469309,-73.33162136
10/6/2022,1:52 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,2 - Cyano present - less than bloom levels (include photos),30,30,Routine - Weekly,LCC Volunteer,Low Alert,"Water is very clear but there are a lot of globules (calothrix?), at least 20 just over the concrete ramp within 20 ft from shore.  Seems to be fewer globules south of dock.  North of jetty was clear, no globules.  Scooped a bunch of globules on the ramp into the jar.  Most were on the surface or near it.  Globules seem bigger than before.",66.3,Calm,,,,,,,,44.85469309,-73.33162136
10/13/2022,1:59 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1d - Little Cyano Observed - recreation not impaired (include photos),,,Routine - Weekly,LCC Volunteer,Generally Safe,"Very turbid, made it very hard to find globules (calothrix?) but I did find 2 and got one in the jar.  Some chewed up weeds.  North of jetty was pretty dark and mucky.  Aside from the globules (calothrix?), not seeing the usual cyanobacteria.  Not sure if 2 globules is enough for a 2.  I put 2 because the water was so turbid, there could easily be more that I can't see, but it could be a 1d.",58.8,Rolling,,,,,,,,44.85469309,-73.33162136
10/20/2022,2:00 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,Very turbid - no cyanobacteria. Not seeing any globules (calothrix) but they would be hard to find. North of the jetty is a big mucky mess -  extremely muddy and with stringy green algae.,52.1,Rolling,,,,,,,,44.85469309,-73.33162136
10/27/2022,1:42 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,"Water is clear, no cyanobacteria, South of dock and North of Jetty are also very clear.",57.3,Calm,,,,,,,,44.85469309,-73.33162136
11/3/2022,1:49 PM,Lake Champlain,Champlain - Main Lake North,Isle la Motte,129,Holcomb Boat Launch,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Water is pretty clear - no cyanobacteria.  Slight green tint to water but I think it is clear enough for 1a.  North of jetty is also very clear.,56.5,Rolling,,,,,,,,44.85469309,-73.33162136
6/20/2022,1:00 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,,65,Calm,,,,,,,,44.82608632,-73.31017723
6/27/2022,1:00 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,70,White Caps,,,,,,,,44.82609866,-73.31013489
7/4/2022,1:00 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,74,Rolling,,,,,,,,44.8261358,-73.3100831
7/19/2022,1:00 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,76,Rolling,,,,,,,,44.82595318,-73.3098256
7/20/2022,1:15 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,3 - Cyano bloom in progress (include photos),300 feet,30,Supplemental,LCC Volunteer,High Alert,,78,Calm,,,,,,,,44.82593269,-73.30995528
7/26/2022,1:01 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,78,Rolling,,,,,,,,44.8261358,-73.31042642
8/1/2022,12:30 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,79,Calm,,,,,,,,44.8261358,-73.31025476
8/8/2022,1:30 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,78,Calm,,,,,,,,44.82604658,-73.31031245
8/15/2022,1:00 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,80,Calm,,,,,,,,44.82625755,-73.31034059
8/29/2022,12:30 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,75,Rolling,,,,,,,,44.82601405,-73.31016893
9/7/2022,1:10 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,2 - Cyano present - less than bloom levels (include photos),300,15,Routine - Weekly,LCC Volunteer,Low Alert,"NW wind last four days pushing seiche drawing nutrient rich Missisquoi basin run off. Bloom intensifying,",72,Calm,,,,,,,,44.82607493,-73.31034059
9/12/2022,1:00 PM,Lake Champlain,Champlain - Main Lake North,North Hero,130,Pelots Point West,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,76,Rolling,,,,,,,,44.82631843,-73.31034059
6/29/2022,12:10 PM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,71.1,Rolling,,,,,,,,44.84689434,-73.26197634
7/5/2022,11:40 AM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,71.1,Rolling,,,,,,,,44.84704511,-73.26243645
7/13/2022,11:08 AM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,,,,44.84540205,-73.26443201
7/20/2022,12:29 PM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,78.6,Calm,,,,,,,,44.84592692,-73.26397067
7/27/2022,1:20 PM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,78.4,Rolling,,,,,,,,44.84694242,-73.26284414
8/10/2022,12:04 PM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,78.1,Calm,,,,,,,,44.84537162,-73.26452857
8/17/2022,12:04 PM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,79.7,Calm,,,,,,,,44.84543248,-73.26411551
8/24/2022,12:10 PM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,77.5,Calm,,,,,,,,44.84552376,-73.2642067
8/31/2022,11:35 AM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,77.2,Rolling,,,,,,,,44.84524991,-73.26431399
9/7/2022,11:13 AM,Lake Champlain,Champlain - Inland Sea,North Hero,131,Cedar Ledge,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,76.6,Rolling,,,,,,,,44.84570632,-73.26407796
6/26/2022,1:13 PM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Beautiful clear water,,Calm,,,,,,,,44.65054028,-73.29743157
6/30/2022,12:31 PM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,some weeds are  starting to getting blown into shore,,Calm,,,,,,,,44.65070107,-73.29813967
7/8/2022,1:18 PM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,some weeds are appearing,,Calm,,,,,,,,44.65039576,-73.29792509
7/14/2022,11:52 AM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,weeds further out,,Calm,,,,,,,,44.65027364,-73.29805384
7/21/2022,1:15 PM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Clear and a few weeds by the shore but lots more weeds further out,,Calm,,,,,,,,44.6503347,-73.29811821
7/28/2022,1:20 PM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,some weeds,,Calm,,,,,,,,44.65030417,-73.29826842
8/4/2022,12:30 PM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"some weeds , filamentous green algae",,Calm,,,,,,,,44.6503001,-73.29750667
8/11/2022,1:20 PM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,huge weed mats blew in on 8/6/22 and it has covered the entire south end of Keeler Bay.  It mostly common is water weed ( Elodea canadensis) with milfoil and other plants mixed in.  These mats have been visible all over Keeler Bay for weeks now and there are more out there to get blown in.,,Calm,,,,,,,,44.6506428,-73.29768906
8/18/2022,1:30 PM,Lake Champlain,Champlain - Inland Sea,South Hero,134,Keeler Bay East,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,"clear water with weeds , filamentous green algae",,Calm,,,,,,,,44.6503347,-73.29783926
